744164;50
622140;50
677148;50
611980;50
644464;55
534380;55
593680;55
646560;55
464916;60
542540;60
518228;60
460844;60
497620;65
456888;65
479304;65
456864;65
434760;70
352488;70
408020;70
362968;70
387548;75
330464;75
317964;75
373224;75
359144;80
240580;80
297608;80
340660;80
330256;85
324256;85
357084;85
369108;85
220052;90
348936;90
289588;90
340756;90
283236;95
279396;95
279412;95
275336;95
238432;100
222192;100
222332;100
265176;100
222320;105
265092;105
222096;105
183520;105
279500;110
173176;110
206000;110
230568;110
169036;115
230524;115
158908;115
222500;115
191484;120
185576;120
189756;120
179328;120
181628;125
187368;125
175288;125
177596;125
179212;130
171324;130
175548;130
168972;130
167360;135
173136;135
159104;135
167300;135
189484;140
138500;140
163268;140
183460;140
156948;145
183656;145
128528;145
160756;145
175412;150
153068;150
177732;150
124040;150
130152;155
173412;155
148832;155
198224;155
123804;160
167404;160
169036;160
144756;160
187828;165
116132;165
142812;165
164876;165
140596;170
183772;170
136572;170
140516;170
179452;175
116084;175
199936;175
134688;175
181288;180
132536;180
200280;180
131968;180
153204;185
173096;185
153044;185
173136;185
150832;190
191700;190
130432;190
169524;190
126308;195
173228;195
124120;195
169740;195
162804;200
128252;200
181868;200
126036;200
181892;205
125948;205
180048;205
122548;205
164336;210
120304;210
103752;210
177840;210
119944;215
172468;215
129124;215
175544;215
137152;220
157400;220
98996;220
140704;220
154604;225
156972;225
132736;225
114616;225
153856;230
116800;230
173212;230
151512;230
154268;235
114140;235
187956;235
132372;235
187432;240
148768;240
204400;240
152828;240
182140;245
168044;245
145828;245
165036;245
181880;250
178520;250
199460;250
142656;250
176016;255
262456;255
211856;255
243448;255
228472;50
324092;50
646704;50
671044;50
609784;55
