1089228;50
454668;50
568932;50
526548;50
515904;55
555124;55
386976;55
544576;55
553028;60
489608;60
432080;60
503836;60
367124;65
424136;65
418272;65
340384;65
430344;70
352048;70
498784;70
389492;70
358784;75
371020;75
375416;75
328664;75
346376;80
399264;80
342988;80
261120;80
328512;85
287256;85
253004;85
289772;85
219992;90
294584;90
298292;90
292780;90
301652;95
203400;95
395860;95
240624;95
348704;100
159916;100
335088;100
252400;100
321460;105
252800;105
319972;105
228284;105
222356;110
311988;110
208016;110
309876;110
137244;115
299496;115
232224;115
281436;115
221520;120
216856;120
199776;120
185476;120
279328;125
208152;125
189364;125
238644;125
235440;130
193924;130
262844;130
211804;130
256492;135
244696;135
177940;135
207172;135
221580;140
213020;140
189956;140
200064;140
137780;145
285972;145
138248;145
236964;145
110236;150
253144;150
160380;150
249492;150
227716;155
226888;155
176644;155
250692;155
147060;160
222320;160
171064;160
220328;160
220472;165
229908;165
128624;165
261180;165
221020;170
225700;170
211360;170
161640;170
293312;175
166264;175
254204;175
267136;175
140388;180
224656;180
216140;180
212788;180
200980;185
195584;185
236892;185
200068;185
214316;190
174104;190
221204;190
171556;190
196828;195
257772;195
181432;195
178620;195
182664;200
174084;200
207492;200
167816;200
257264;205
200220;205
201268;205
239860;205
132268;210
205644;210
202632;210
198304;210
245476;215
135068;215
222880;215
234540;215
181776;220
238956;220
157056;220
178800;220
178064;225
156880;225
227880;225
164652;225
153564;230
245948;230
155716;230
209760;230
240212;235
217008;235
183716;235
202284;235
115216;240
217000;240
178920;240
218876;240
222640;245
231016;245
177500;245
167716;245
234384;250
195452;250
167712;250
157676;250
196600;255
191324;255
252304;255
126080;255
223956;50
389260;50
465332;50
201852;50
532356;55
275080;55
